la vez (44)$$$time . . . as in a particular occasion
el calor (989)$$$heat, warmth
el hogar (992)$$$home, hearth
la mente (993)$$$mind
la preocupación (995)$$$worry, concern
el concepto (997)$$$concept
el teléfono (999)$$$phone, telephone
la hoja (1000)$$$sheet, leaf
el escritor, la escritora (1011)$$$writer
el intento (1012)$$$attempt, try
la regla (1014)$$$rule, ruler, regulation
el riesgo (1016)$$$risk
el o la policía (1017)$$$police
el o la estudiante (1019)$$$student
la plaza (1020)$$$square, marketplace
la llamada (1022)$$$call, knock
la sensación (1023)$$$sensation, feeling
el enemigo, la enemiga (1024)$$$enemy
la unidad (1025)$$$unit, unity
el idioma (1027)$$$language (i.....)
la raíz (1028)$$$root of a plant
el compromiso (1029)$$$compromise
el comentario (1030)$$$comment, remark; commentary
la carga (1031)$$$cargo, freight; burden; charge of energy; attack
el marido (1032)$$$husband (m.....)
la derecha (1035)$$$to the right, right hand
el extremo (1036)$$$extreme, end
el individuo (1037)$$$individual, person
el contenido (1038)$$$contents, content
la obligación (1040)$$$obligation
el corte (1041)$$$cut
la corte (1041)$$$court
el total (1043)$$$total
el daño (1045)$$$damage; harm, injury
el mensaje (1047)$$$message
la lista (1049)$$$list, roster, roll
la región (1050)$$$region
la niña (1052)$$$child, young girl
la culpa (1053)$$$fault, blame
la discusión (1055)$$$discussion, argument
el pelo (1056)$$$hair
la fe (1060)$$$faith
la referencia (1063)$$$reference, allusion
el sur (1064)$$$south
el gesto (1065)$$$gesture
la perspectiva (1066)$$$perspective
el colegio (1073)$$$colegio, escuela
la venta (1075)$$$sale
el documento (1076)$$$document
la televisión (1078)$$$television
el chico (1079)$$$boy
la novela (1080)$$$novel
el alcance (1083)$$$reach
la crisis (1085)$$$crisis
la literatura (1090)$$$literature
la batalla (1091)$$$battle
el dueño, la dueña (1093)$$$owner, proprietor, landlord
el vecino (1095)$$$neighbor
el sector (1096)$$$sector
la pintura (1097)$$$painting, paint
el accidente (1098)$$$accident
la inﬂuencia (1102)$$$inﬂuence
el empleado (1104)$$$employee
la moneda (1107)$$$coins, currency
la facilidad (1108)$$$ease, facility
el matrimonio (1109)$$$marriage
la iglesia (1111)$$$church
la oﬁcina (1113)$$$ofﬁce
la institución (1115)$$$institution
el frío (1120)$$$cold
el domingo (1121)$$$Sunday
la reacción (1122)$$$reaction
el acontecimiento (1125)$$$event
la costa (1126)$$$coast
el método (1129)$$$method
la comunidad (1130)$$$community
el coche (1131)$$$car
la página (1135)$$$page
la frecuencia (1137)$$$frequency
la conclusión (1138)$$$conclusion
la escena (1139)$$$scene, stage
la estructura (1141)$$$structure
el beneﬁcio (1142)$$$gain, profit; benefit
el alimento (1143)$$$food, nourishment
la velocidad (1145)$$$speed, velocity; automobile gear
el barrio (1146)$$$neighborhood
el análisis (1148)$$$analysis
la frontera (1150)$$$border, frontier
el temor (1154)$$$fear
el ataque (1157)$$$attack
el cine (1159)$$$cinema, movies
la rama (1160)$$$branch, limb
el comienzo (1162)$$$start, beginning
el barco (1164)$$$boat, ship
la partida (1165)$$$game, match, departure
el aparato (1168)$$$machine, appliance, apparatus; system; display
el extranjero (1171)$$$foreigner
la cámara (1172)$$$camera, chamber
la creación (1173)$$$creation
la gana (1177)$$$desire
la moda (1180)$$$fashion, form
el ruido (1184)$$$noise
la cama (1185)$$$bed
la técnica (1187)$$$technique
el consejo (1188)$$$advice
la violencia (1190)$$$violence
el sonido (1192)$$$sound
la estrella (1194)$$$star
la mirada (1197)$$$gaze, look
la pierna (1201)$$$leg
la hambre (1204)$$$hunger, starvation
el placer (1205)$$$pleasure
la profesión (1206)$$$profession, occupation
el objetivo (1210)$$$objective
el honor (1211)$$$honor, honesty
la montaña (1212)$$$mountain
el instante (1215)$$$instant, moment
el viento (1216)$$$wind, scent
la lluvia (1217)$$$rain
el ejército (1218)$$$army
el tren (1220)$$$train, convoy
el círculo (1222)$$$circle, club
la ventaja (1226)$$$advantage, beneﬁt
la isla (1229)$$$island
la amistad (1232)$$$friendship
la cadena (1236)$$$chain
el político (1237)$$$politician
el rey (1238)$$$king
el ánimo (1240)$$$zest, spirit, heart
el trato (1241)$$$treatment, manner, agreement
el ejercicio (1242)$$$exercise, practice
la organización (1243)$$$organization
el agosto (1244)$$$August
el o la secretario(a) (1245)$$$secretary
el dedo (1248)$$$ﬁnger, toe, digit
el gasto (1249)$$$expense, expenditure
el café (1250)$$$coffee, café
el diálogo (1251)$$$dialogue, conversation
el discurso (1254)$$$lecture, discourse, talk
la hermana (1256)$$$sister
la caja (1258)$$$bank, box, safe
el o la juez(a) (1259)$$$judge
el particular (1260)$$$individual, matter
la poeta (1262)$$$poet
la sorpresa (1264)$$$surprise
la ventana (1265)$$$window
la característica (1266)$$$characteristic, aspect
la suma (1271)$$$sum, amount, summary
el volumen (1274)$$$volume
la estación (1275)$$$station, season
el argumento (1279)$$$argument, plot
la categoría (1280)$$$category
la plata (1281)$$$silver, money
el conﬂicto (1282)$$$conﬂict
el avión (1283)$$$plane, airplane, aircraft
la ropa (1285)$$$clothes, clothing
el examen (1286)$$$examination, exam
el habitante (1287)$$$inhabitant
la justicia (1290)$$$justice, fairness
el criterio (1292)$$$criterion
el plazo (1295)$$$deadline, installment
el kilómetro (1297)$$$kilometer
el hospital (1298)$$$hospital
la satisfacción (1299)$$$satisfaction
la silla (1307)$$$chair, seat
la juventud (1311)$$$youth
el acceso (1315)$$$access, entry
el marco (1316)$$$frame, mark, setting
la prensa (1318)$$$press
la excepción (1319)$$$exception
la ausencia (1321)$$$absence
la sombra (1324)$$$shade, shadow
la profundidad (1330)$$$depth, profundity
la leche (1334)$$$milk
la consideración (1335)$$$consideration, regard
el premio (1337)$$$prize, reward
el nacimiento (1339)$$$birth, origin
el invierno (1340)$$$winter
el diciembre (1341)$$$December
el comportamiento (1343)$$$behavior, conduct
la crítica (1344)$$$criticism, critique
el fuego (1346)$$$ﬁre, gunﬁre
la tendencia (1347)$$$tendency, style
la norma (1349)$$$standard, pattern, norm
la rueda (1352)$$$wheel
el puente (1353)$$$bridge
el rasgo (1355)$$$feature, trait
el cuento (1357)$$$story, tale
el signo (1359)$$$sign, mark, symbol
la señal (1360)$$$signal
la campaña (1362)$$$campaign
el puerto (1364)$$$port, harbor
la aventura (1366)$$$adventure
la marca (1370)$$$mark, brand, trademark
la ilusión (1372)$$$illusion, hope, dream
la compra (1374)$$$shopping, buy, purchase
la inteligencia (1375)$$$intelligence
la virtud (1378)$$$virtue, quality
el remedio (1379)$$$alternative, cure, solution
el territorio (1382)$$$territory
la facultad (1383)$$$faculty, ability
la fotografía (1385)$$$photograph
el techo (1386)$$$roof
la conducta (1388)$$$conduct, behavior
el salto (1391)$$$jump, hop, skip
el pan (1392)$$$bread
la disposición (1398)$$$disposal, disposition
el general (1400)$$$general
la disciplina (1401)$$$discipline
el personal (1404)$$$personnel
la columna (1406)$$$column, spine
el indio (1411)$$$Indian
el gato (1412)$$$cat
el o la margen (1413)$$$bank, edge, margin
la resistencia (1415)$$$resistance
la pérdida (1417)$$$loss
el tratamiento (1418)$$$treatment, processing
la entrevista (1419)$$$interview
el espectáculo (1420)$$$spectacle, show
la personalidad (1421)$$$personality, celebrity
el mayo (1422)$$$May
la representación (1425)$$$representation
el régimen (1426)$$$regime, diet
la punta (1427)$$$tip, point
la alegría (1429)$$$joy, happiness
la misión (1432)$$$mission, task
el empleo (1436)$$$work, job, occupation
la participación (1438)$$$participation, involvement
el período (1440)$$$period, time
la busca (1441)$$$search, hunt
la superﬁcie (1442)$$$surface
la pasión (1445)$$$passion, desire
el vehículo (1446)$$$vehicle, car
el enero (1449)$$$January
el capítulo (1450)$$$chapter
el fracaso (1451)$$$failure, collapse
el experto (1452)$$$expert
la inquietud (1453)$$$restlessness, anxiety
el organismo (1458)$$$organization, organism
la canción (1459)$$$song
la religión (1460)$$$religion
el departamento (1462)$$$department
la periodista (1464)$$$journalist
la interpretación (1468)$$$interpretation
la belleza (1472)$$$beauty
la universidad (1473)$$$university
la riqueza (1474)$$$riches, wealth
el rato (1478)$$$moment, while, time
el equilibrio (1487)$$$balance
el fruto (1490)$$$fruit, result
el o la representante (1491)$$$representative
el exceso (1495)$$$excess
la capa (1496)$$$layer, coat
el defecto (1497)$$$defect
la fábrica (1498)$$$factory, manufacture
la espalda (1499)$$$back . . . body part
el género (1501)$$$sort, gender, genre
la economía (1504)$$$economy, economics, thriftiness
el bosque (1506)$$$forest
el paisaje (1508)$$$landscape
el llamado (1510)$$$call, calling
el paciente (1511)$$$patient
la tensión (1514)$$$tension, stress, strain
el ministro (1519)$$$government secretary, minister
el impulso (1520)$$$impulse, momentum
el comercio (1522)$$$commerce, trade
la espera (1525)$$$wait
la reserva (1527)$$$reservation, reserve
la competencia (1529)$$$competition, contest
la observación (1535)$$$observation
el vacío (1538)$$$emptiness, void
la cifra (1540)$$$figure, number
la escala (1542)$$$scale, ladder, rank
el procedimiento (1544)$$$procedure, proceedings
la fórmula (1546)$$$formula
el ámbito (1547)$$$sphere, space
el informe (1548)$$$report
la dimensión (1549)$$$dimension, size
el o la cliente (1550)$$$customer, client
la manifestación (1551)$$$protest, manifestation
el pico (1553)$$$beak, peak
la sensibilidad (1554)$$$sensitivity
el regreso (1557)$$$return
la temperatura (1558)$$$temperature
el julio (1559)$$$July
la bomba (1562)$$$bomb, explosion, pump
el órgano (1563)$$$organ
el avance (1565)$$$advance, progress
la humanidad (1566)$$$humanity, mankind
la ﬁrma (1567)$$$company, signature, signing
el soldado (1568)$$$soldier
el clima (1576)$$$climate
la emoción (1577)$$$emotion, excitement
el automóvil (1578)$$$automobile
el mal (1580)$$$harm, evil, wrong
la habilidad (1582)$$$skill, ability
la identidad (1583)$$$identity
la desgracia (1584)$$$misfortune, bad luck
el deber (1588)$$$duty
la cola (1589)$$$line, queue, tail
el progreso (1591)$$$progress
la muestra (1594)$$$proof, sample, sign
el hábito (1596)$$$habit
el mecanismo (1599)$$$mechanism
la vivienda (1600)$$$housing, dwelling
la área (1602)$$$area, zone
la mezcla (1606)$$$mixture, blend
la habitación (1610)$$$room, bedroom, habitat
la instrucción (1611)$$$instruction
la versión (1613)$$$version, account
el lujo (1614)$$$luxury
la intervención (1615)$$$intervention
la llegada (1616)$$$arrival
la testigo (1618)$$$witness
el dominio (1619)$$$power, control
la raza (1620)$$$race, lineage
el descubrimiento (1622)$$$discovery
las vacaciones (1623)$$$vacation
la provincia (1624)$$$province, region
el saber (1625)$$$knowledge
la claridad (1630)$$$clearness, clarity
la arena (1635)$$$sand
la postura (1636)$$$posture, position, attitude
el salón (1637)$$$hall, room
el escenario (1638)$$$stage, setting, scene
el largo (1640)$$$length
el hotel (1643)$$$hotel
el oﬁcio (1644)$$$job, occupation, function
la ﬁla (1647)$$$line, row, ﬁle
el o la patrón(a) (1648)$$$employer, landlord, patron saint
el pecho (1649)$$$chest, breast
la tienda (1650)$$$shop, store, tent
la protección (1652)$$$protection
el funcionario (1653)$$$civil servant
el transporte (1657)$$$transportation, transport
la red (1658)$$$network, net, system
la caída (1659)$$$fall, drop, falling
el valle (1663)$$$valley
el vuelo (1665)$$$ﬂight
el sexo (1667)$$$sex
la iniciativa (1668)$$$initiative
la concentración (1670)$$$concentration, gathering
el grito (1671)$$$cry, shout, scream
la esencia (1672)$$$essence
la cocina (1673)$$$kitchen
el reﬂejo (1675)$$$reﬂection
la deﬁnición (1676)$$$deﬁnition
el abogado (1680)$$$lawyer
la sesión (1683)$$$session, meeting
el reloj (1685)$$$clock, watch
el muchacho (1687)$$$boy
el octubre (1688)$$$October
la exposición (1689)$$$exhibition, display
el ingreso (1690)$$$entrance, admission, income
el dibujo (1692)$$$drawing, sketch
el hueso (1695)$$$bone
el o la militar (1697)$$$soldier, military person
el motor (1698)$$$engine, motor
la oposición (1699)$$$opposition
el patio (1700)$$$courtyard, playground, yard
la fruta (1701)$$$fruit
el ideal (1702)$$$ideal
el actor (1705)$$$actor
la confusión (1706)$$$confusion
el traje (1710)$$$suit, dress, costume
la exigencia (1711)$$$requirement, demand
la víctima (1712)$$$victim, casualty
la playa (1713)$$$beach, seaside
el o la trabajador (1714)$$$worker, laborer
el hierro (1716)$$$iron
la tela (1719)$$$cloth, fabric
la producción (1721)$$$production
el febrero (1722)$$$February
el símbolo (1723)$$$symbol
la medicina (1725)$$$medicine
la búsqueda (1727)$$$search
la tranquilidad (1729)$$$tranquility, peace
el espejo (1730)$$$mirror, reﬂection
la comprensión (1732)$$$understanding
el cerebro (1734)$$$brain
el tiro (1737)$$$throw, shot
el abuelo (1740)$$$grandfather
la declaración (1746)$$$declaration, statement
el sujeto (1748)$$$subject, individual
la enseñanza (1751)$$$teaching, instruction
el permiso (1753)$$$permission, permit
la evolución (1754)$$$evolution, development
el tío (1755)$$$uncle, guy
la moral (1756)$$$morals, ethics
el parque (1760)$$$park
el ingeniero (1761)$$$engineer
el borde (1763)$$$edge
el entusiasmo (1765)$$$enthusiasm
la independencia (1767)$$$independence
la mentira (1768)$$$lie
el sueldo (1770)$$$salary, pay
la comparación (1772)$$$comparison
el seno (1776)$$$breast, bosom, cavity
el canto (1778)$$$singing, chant
la potencia (1779)$$$power, potential
el o la oﬁcial (1781)$$$ofﬁcial, ofﬁcer
la fortuna (1782)$$$fortune, fate
el crimen (1783)$$$crime, murder
el ciudadano (1787)$$$citizen
el baño (1789)$$$bathroom, bath, swim
el reconocimiento (1794)$$$recognition
el exterior (1795)$$$exterior, outside
el crédito (1799)$$$credit, reputation
la alternativa (1800)$$$alternative
el canal (1804)$$$channel, canal
el agente (1806)$$$agent
el pago (1807)$$$payment
la ﬁlosofía (1808)$$$philosophy
el lector (1810)$$$reader, lecturer
el triunfo (1813)$$$triumph, victory
el sábado (1816)$$$Saturday
la amiga (1817)$$$female friend
la carretera (1818)$$$highway, road
la victoria (1821)$$$victory, triumph
el pájaro (1824)$$$bird
la biblioteca (1825)$$$library
la reﬂexión (1826)$$$reﬂection
la vocación (1829)$$$vocation, calling
el continente (1831)$$$continent
la tabla (1833)$$$chart, board, table, plank
el ensayo (1835)$$$essay, rehearsal
el plato (1836)$$$plate, dish
el jardín (1837)$$$garden
la imaginación (1838)$$$imagination, fantasy
la poesía (1841)$$$poetry, poem
la el guardia (1842)$$$guard, watch, lookout
el privilegio (1843)$$$privilege
el monte (1844)$$$mountain
la precisión (1847)$$$precision
el sacriﬁcio (1848)$$$sacriﬁce
el hilo (1851)$$$thread, yarn, wire
la aparición (1854)$$$appearance, apparition
el poema (1855)$$$poem
la curiosidad (1857)$$$curiosity, quaintness
el diente (1859)$$$tooth, cog
el primo (1860)$$$cousin
la apariencia (1863)$$$appearance, aspect
la novedad (1864)$$$latest news, newness
el castigo (1867)$$$punishment, penalty
el carro (1871)$$$car, cart
el aumento (1873)$$$increase, rise
la pobreza (1874)$$$poverty, lack, scarcity
el dólar (1878)$$$dollar
el local (1880)$$$place, quarters
la industria (1884)$$$industry, factory
el caballero (1885)$$$gentleman, knight
la especialista (1886)$$$specialist
la temporada (1887)$$$season, period, time
el humor (1889)$$$mood, humor
la nación (1891)$$$nation
la felicidad (1892)$$$happiness
el o la amante (1893)$$$lover
el cálculo (1897)$$$calculation, calculus
la composición (1898)$$$composition, make-up, essay
la rapidez (1899)$$$speed, velocity
el huevo (1900)$$$egg
el crecimiento (1902)$$$growth, increase
la clave (1903)$$$key
la tragedia (1905)$$$tragedy
la colección (1906)$$$collection
la chica (1907)$$$girl, female
el prestigio (1908)$$$prestige
la sección (1910)$$$section, cut
la bolsa (1915)$$$bag, purse, stock exchange
la cinta (1916)$$$tape, ribbon, ﬁlm, strip
el cuello (1920)$$$neck, collar
la continuación (1921)$$$continuation, follow-up
el abril (1922)$$$April
la actuación (1924)$$$performance, acting
el factor (1925)$$$factor, cause, inﬂuence
la esquina (1926)$$$corner
el hombro (1927)$$$shoulder
la infancia (1928)$$$infancy, childhood
el descanso (1930)$$$rest, interval, break
el zapato (1932)$$$shoe
el parecer (1933)$$$opinion, looks
